Taxon	1.49.1	1.203.2	2.55.2	2.55.1	2.26.1	1.155.2	2.52.2	1.49.2	2.52.1	1.506.2	1.97.1	1.7.1	1.68.1	1.97.2	1.511.2	1.121.2	2.510.2	2.503.1	2.510.1	1.153.2	2.503.2	2.79.2	1.68.2	1.506.1	1.7.2	1.72.1	2.79.1	2.157.2	1.511.1	1.121.1	1.153.1	2.504.1	2.26.2	2.25.2	2.199.1	2.504.2	2.25.1	2.76.1	2.76.2	1.72.2	2.45.1	1.203.1	2.45.2	1.155.1	2.199.2	1.507.1	1.507.2
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella	0.0005	0.0	0.0	0.00125	0.00275	0.002	0.0	0.0035	0.0005	0.002	0.00475	0.0125	0.00025	0.0	0.00725	0.00425	0.0	0.0	0.007	0.0005	0.00025	0.0005	0.0005	0.00875	0.00025	0.001	0.00025	0.00025	0.0005	0.00125	0.00025	0.0	0.0	0.0005	0.0	0.00025	0.005	0.0	0.0	0.00025	0.0	0.0175	0.0	0.0025	0.00075	0.0	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella	0.00025	0.0	0.0	0.0	0.00025	0.0	0.0	0.00025	0.0	0.00025	0.00025	0.00025	0.0015	0.00025	0.0	0.00025	0.0	0.0005	0.0	0.00025	0.0	0.00025	0.00075	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.00025
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Slackia	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.00125	0.0	0.0	0.00025	0.0	0.0	0.0005	0.00175	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01575	0.0	0.0	0.0	0.0	0.0	0.0	0.00025
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.33725	0.0005	0.42725	0.5165	0.03075	0.11475	0.079	0.41925	0.01225	0.6	0.0965	0.284	0.35275	0.02675	0.27425	0.025	0.047	0.35525	0.04525	0.55525	0.719	0.08225	0.16425	0.38425	0.55225	0.1585	0.16025	0.507	0.665	0.063	0.2675	0.7565	0.51425	0.5865	0.6595	0.38775	0.199	0.54625	0.6145	0.14875	0.00025	0.02125	0.00225	0.0235	0.08075	0.77125	0.663
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides	0.04425	0.0	0.278	0.00925	0.00225	0.014	0.07275	0.026	0.24525	0.10075	0.01025	0.027	0.11975	0.0	0.0035	0.00675	0.0375	0.0315	0.04525	0.039	0.03325	0.00975	0.00975	0.045	0.01625	0.008	0.024	0.07	0.0115	0.004	0.04825	0.08225	0.121	0.14575	0.03825	0.13775	0.01475	0.05575	0.12725	0.013	0.0	0.0005	0.0	0.01425	0.001	0.00525	0.00675
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0.0005	0.00025	0.0	0.0475	0.0065	0.0	0.0045	0.0	0.00025	0.00375	0.152	0.0	0.0	0.03925	0.00125	0.02875	0.29025	0.001	0.03225	0.0	0.00075	0.15525	0.03125	0.00125	0.00025	0.0	0.0905	0.0005	0.0	0.01875	0.00025	0.00025	0.0005	0.00025	0.00025	0.0	0.0085	0.0005	0.0015	0.0	0.0	0.00325	0.00025	0.0055	0.0025	0.00025	0.0005
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__	0.00225	0.0	0.0	0.01975	0.0085	0.0095	0.0	0.02775	0.009	0.004	0.03775	0.02625	0.0	0.01075	0.1135	0.0	0.007	0.04825	0.00025	0.013	0.00025	0.025	0.00275	0.06125	0.039	0.008	0.0225	0.0875	0.04325	0.033	0.16125	0.01	0.01875	0.0705	0.0275	0.00525	0.037	0.03075	0.0485	0.00425	0.0	0.0025	0.00025	0.00975	0.004	0.012	0.01175
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__	0.00325	0.0	0.0	0.0	0.0	0.003	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.01575	0.0	0.019	0.0	0.004	0.0	0.0	0.01275	0.00025	0.00025	0.0	0.0	0.0235	0.0	0.0	0.0	0.00225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0075	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__	0.041	0.0	0.0025	0.0025	0.00125	0.00025	0.0	0.013	0.0005	0.01	0.00775	0.008	0.0495	0.001	0.02875	0.0005	0.0045	0.0335	0.003	0.0255	0.0105	0.003	0.0295	0.02075	0.00175	0.00775	0.008	0.03675	0.01375	0.0005	0.056	0.008	0.06875	0.02225	0.007	0.009	0.005	0.0	0.00025	0.00725	0.0	0.00025	0.0	0.00675	0.00375	0.0005	0.0015
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas	0.001	0.0	0.0	0.0	0.0	0.00025	0.0	0.003	0.00075	0.0015	0.00025	0.00375	0.0	0.0	0.00075	0.0	0.00025	0.0	0.00025	0.00075	0.0	0.00025	0.0	0.0145	0.003	0.0005	0.00025	0.00325	0.0	0.00025	0.005	0.0005	0.002	0.0175	0.002	0.00175	0.00375	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.00225	0.00275
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.00575	0.0005	0.00275	0.009	0.00475	0.0	0.00275	0.00425	0.0	0.00525	0.0065	0.0005	0.003	0.0	0.013	0.0015	0.00475	0.00425	0.0005	0.00425	0.01675	0.00375	0.0005	0.13975	0.0	0.00325	0.00225	0.01175	0.0	0.00125	0.00025	0.0	0.0005	0.0	0.0015	0.0	0.00125	0.00025	0.00025	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__Paraprevotella	0.0315	0.0	0.0	0.0	0.0	0.0085	0.0	0.01675	0.0	0.0	0.0	0.00625	0.01175	0.0	0.00125	0.0	0.01775	0.0	0.00275	0.0	0.0	0.0065	0.0005	0.0	0.00375	0.0	0.033	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0285	0.00025	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.00225	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.00375	0.0	0.0	0.001	0.0	0.0	0.03975	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.0	0.00025	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01125	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__	0.00125	0.00025	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0005	0.00025	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.00025	0.00025	0.001	0.0	0.0	0.0005	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.00025	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.0	0.00125	0.0	0.0	0.00275	0.001	0.001	0.0	0.0015	0.00025	0.0	0.0	0.0	0.0005	0.0	0.001	0.00025	0.00075	0.0	0.00125	0.0005	0.0005	0.00225	0.0	0.00025	0.0	0.0005	0.0005	0.0	0.00075	0.00025	0.0	0.0	0.00075	0.00025	0.00075	0.001	0.0	0.0	0.00075	0.0	0.00575	0.001	0.00125	0.00175	0.0005	0.00025
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.00025	0.00025	0.0	0.0	0.0	0.0	0.0	0.00025	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__	0.0	0.00025	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.00025
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0005	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.00025	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.00025	0.0	0.00025	0.0	0.0	0.0	0.0	0.00025	0.0005
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.01225	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.00125	0.0045
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.0	0.0	0.0	0.01375	0.00025	0.0	0.00075	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.00025	0.001	0.0	0.00025	0.0	0.0	0.0	0.0	0.0025	0.00025	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.00275	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.00025	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus	0.0	0.00075	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0025	0.00025	0.0	0.0	0.00075	0.0	0.00025	0.0	0.00125	0.0	0.00175	0.0	0.0	0.0045	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0015	0.03925	0.0	0.0	0.00025	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.002	0.0095	0.0	0.001	0.0015	0.00075	0.0115	0.00025	0.00025	0.001	0.0065	0.00275	0.00075	0.00375	0.00675	0.0065	0.001	0.004	0.00025	0.0005	0.00025	0.00925	0.00425	0.001	0.003	0.00075	0.0	0.00025	0.00025	0.01075	0.00025	0.0	0.0	0.0005	0.00025	0.0	0.00625	0.00225	0.00075	0.00075	0.027	0.0255	0.14775	0.0005	0.00025	0.0005	0.002
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.00025	0.0	0.0005	0.0	0.0	0.0	0.0	0.00025	0.0	0.00025	0.0	0.0	0.0	0.0	0.0005	0.0	0.00025	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__	0.0235	0.001	0.001	0.03175	0.1415	0.021	0.01075	0.041	0.1535	0.0055	0.03375	0.08625	0.0075	0.10175	0.1685	0.044	0.0335	0.09925	0.04725	0.005	0.0035	0.068	0.08125	0.0435	0.00925	0.067	0.01825	0.00625	0.02975	0.1395	0.04675	0.00575	0.0025	0.00675	0.012	0.0035	0.21175	0.0085	0.0045	0.0925	0.0	0.53925	0.02725	0.29725	0.00475	0.006	0.00525
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__	0.0	0.0	0.0	0.0	0.00125	0.00025	0.0	0.00025	0.0	0.00025	0.0065	0.13875	0.00025	0.00125	0.0075	0.0	0.00475	0.002	0.00375	0.0	0.0	0.00125	0.00475	0.0025	0.00275	0.0	0.0015	0.0005	0.0	0.001	0.00175	0.0	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.00125	0.0	0.00525	0.0	0.00025	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__Christensenella	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0005	0.0	0.00025	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.00025	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.00025
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__	0.00025	0.024	0.0	0.00025	0.0035	0.01525	0.0	0.00375	0.0	0.001	0.00075	0.004	0.00025	0.00425	0.003	0.00025	0.00425	0.01025	0.00125	0.00075	0.00025	0.00475	0.004	0.00125	0.005	0.008	0.00075	0.001	0.0015	0.00125	0.0015	0.0	0.0	0.0	0.0005	0.0	0.0015	0.0	0.00075	0.00175	0.0	0.00025	0.02825	0.001	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium	0.0	0.0	0.0	0.00075	0.00225	0.01175	0.0	0.00275	0.0	0.00025	0.00075	0.00025	0.0	0.00175	0.01025	0.00075	0.0005	0.003	0.0015	0.0	0.0	0.02	0.02575	0.00075	0.0	0.00575	0.02425	0.00025	0.00275	0.00425	0.0	0.0	0.0	0.00075	0.0	0.0	0.00075	0.002	0.0	0.00075	0.0	0.00025	0.0125	0.0	0.00025	0.0	0.0
